question_id,intent,rewritten_intent,snippet
72899,How do I sort a list of dictionaries by values of the dictionary in Python?,,list_of_dicts.sort(key=operator.itemgetter('age'))
36402748,How to sort a Dataframe by the ocurrences in a column in Python (pandas),,"df.groupby('prots').sum().sort('scores', ascending=False)"
29881993,How can I access elements inside a list within a dictionary python?,"join together with "","" elements inside a list indexed with 'category' within a dictionary `trans`",""""""","""""".join(trans['category'])"
34158494,Variants of string concatenation?,"concatenate array of strings `['A', 'B', 'C', 'D']` into a string",""""""""""""".join(['A', 'B', 'C', 'D'])"
7750557,How do I get JSON data from RESTful service using Python?,get json data from restful service 'url',json.load(urllib.request.urlopen('url'))
12666897,Removing an item from list matching a substring - Python,Remove all strings from a list a strings `sents` where the values starts with `@$\t` or `#`,[x for x in sents if not x.startswith('@$\t') and not x.startswith('#')]
2984751,Django filter by hour,django filter by hour,Entry.objects.filter(pub_date__contains='08:00')
5944630,sort a list of dicts by x then by y,sort a list of dictionary `list` first by key `points` and then by `time`,"list.sort(key=lambda item: (item['points'], item['time']))"
7852855,How to convert a Python datetime object to seconds,"convert datetime object `(1970, 1, 1)` to seconds","(t - datetime.datetime(1970, 1, 1)).total_seconds()"
2763750,How to replace only part of the match with python re.sub,insert `_suff` before the file extension in `long.file.name.jpg` or replace `_a` with `suff` if it precedes the extension.,"re.sub('(\\_a)?\\.([^\\.]*)$', '_suff.\\2', 'long.file.name.jpg')"
6420361,How can I reload objects in my namespace in ipython,reload a module `module`,"import imp
imp.reload(module)"
19546911,How to get a 16bit Unsigned integer in python,Convert integer `number` into an unassigned integer,"struct.unpack('H', struct.pack('h', number))"
9746522,How can I use sum() function for a list in Python?,convert int values in list `numlist` to float,numlist = [float(x) for x in numlist]
20107570,Removing index column in pandas,"write dataframe `df`, excluding index, to a csv file","df.to_csv(filename, index=False)"
8740353,How to convert a string data to a JSON object in python?,convert a urllib unquoted string `unescaped` to a json data `json_data`,json_data = json.loads(unescaped)
5891453,Is there a Python Library that contains a list of all the ascii characters?,Create a list containing all ascii characters as its elements,[chr(i) for i in range(127)]
18367007,Python how to write to a binary file?,write `newFileBytes` to a binary file `newFile`,"newFile.write(struct.pack('5B', *newFileBytes))"
21805490,Python Regex - checking for a capital letter with a lowercase after,python regex - check for a capital letter with a following lowercase in string `string`,"re.sub('^[A-Z0-9]*(?![a-z])', '', string)"
16125229,Last Key in Python Dictionary,get the last key of dictionary `dict`,list(dict.keys())[-1]
6159900,write line to file,"write line ""hi there"" to file `f`","print('hi there', file=f)"
6159900,write line to file,"write line ""hi there"" to file `myfile`","f = open('myfile', 'w')
f.write('hi there\n')
f.close()"
6159900,write line to file,"write line ""Hello"" to file `somefile.txt`","with open('somefile.txt', 'a') as the_file:
    the_file.write('Hello\n')"
19527279,Python - Unicode to ASCII conversion,convert unicode string `s` to ascii,s.encode('iso-8859-15')
10668585,How to get max value in django ORM,Django get maximum value associated with field 'added' in model `AuthorizedEmail`,AuthorizedEmail.objects.filter(group=group).order_by('-added')[0]
356483,Python regex findall numbers and dots,Find all numbers and dots from a string `text` using regex,"re.findall('Test([0-9.]*[0-9]+)', text)"
356483,Python regex findall numbers and dots,python regex  to find all numbers and dots from 'text',"re.findall('Test([\\d.]*\\d+)', text)"
38081866,Is there a way to run powershell code in python,execute script 'script.ps1' using 'powershell.exe' shell,"os.system('powershell.exe', 'script.ps1')"
7349646,Sorting a dictionary of tuples in Python,Sort a list of tuples `b` by third item in the tuple,b.sort(key=lambda x: x[1][2])
2430539,How do I get all the keys that are stored in the Cassandra column family with pycassa?,get a list of all keys in Cassandra database `cf` with pycassa,list(cf.get_range().get_keys())
10607688,how to create a file name with the current date & time in python?,create a datetime with the current date & time,datetime.datetime.now()
30843103,How to get the index of an integer from a list if the list contains a boolean?,get the index of an integer `1` from a list `lst` if the list also contains boolean items,"next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)"
4918425,Subtract a value from every number in a list in Python?,subtract 13 from every number in a list `a`,a[:] = [(x - 13) for x in a]
701402,Best way to choose a random file from a directory,"choose a random file from the directory contents of the C drive, `C:\\`",random.choice(os.listdir('C:\\'))
17794266,How to get the highest element in absolute value in a numpy matrix?,get the highest element in absolute value in a numpy matrix `x`,"max(x.min(), x.max(), key=abs)"
30551576,Using Regular Expressions to extract specific urls in python,Get all urls within text `s`,"re.findall('""(http.*?)""', s, re.MULTILINE | re.DOTALL)"
30551576,Using Regular Expressions to extract specific urls in python,match urls whose domain doesn't start with `t` from string `document` using regex,"re.findall('http://[^t][^s""]+\\.html', document)"
113534,Is there a function in Python to split a string without ignoring the spaces?,split a string `mystring` considering the spaces ' ',"mystring.replace(' ', '! !').split('!')"
5838735,Open file in Python,open file `path` with mode 'r',"open(path, 'r')"
36003967,Sum of multiple list of lists index wise,sum elements at the same index in list `data`,[[sum(item) for item in zip(*items)] for items in zip(*data)]
7635237,"numpy: syntax/idiom to cast (n,) array to a (n, 1) array?",add a new axis to array `a`,"a[:, (np.newaxis)]"
1,"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",,"R = 3
C = 3
def min_cost(cost, m, n): 
	tc = [[0 for x in range(C)] for x in range(R)] 
	tc[0][0] = cost[0][0] 
	for i in range(1, m+1): 
		tc[i][0] = tc[i-1][0] + cost[i][0] 
	for j in range(1, n+1): 
		tc[0][j] = tc[0][j-1] + cost[0][j] 
	for i in range(1, m+1): 
		for j in range(1, n+1): 
			tc[i][j] = min(tc[i-1][j-1], tc[i-1][j], tc[i][j-1]) + cost[i][j] 
	return tc[m][n]"
2,Write a function to find the similar elements from the given two tuple lists.,,"def similar_elements(test_tup1, test_tup2):
  res = tuple(set(test_tup1) & set(test_tup2))
  return (res) "
3,Write a python function to identify non-prime numbers.,,"import math
def is_not_prime(n):
    result = False
    for i in range(2,int(math.sqrt(n)) + 1):
        if n % i == 0:
            result = True
    return result"
4,Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,,"import heapq as hq
def heap_queue_largest(nums,n):
  largest_nums = hq.nlargest(n, nums)
  return largest_nums"
5,Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,,"def count_ways(n): 
	A = [0] * (n + 1) 
	B = [0] * (n + 1) 
	A[0] = 1
	A[1] = 0
	B[0] = 0
	B[1] = 1
	for i in range(2, n+1): 
		A[i] = A[i - 2] + 2 * B[i - 1] 
		B[i] = A[i - 1] + B[i - 2] 
	return A[n] "
6,Write a python function to check whether the two numbers differ at one bit position only or not.,,"def is_Power_Of_Two (x): 
    return x and (not(x & (x - 1))) 
def differ_At_One_Bit_Pos(a,b): 
    return is_Power_Of_Two(a ^ b)"
7,Write a function to find all words which are at least 4 characters long in a string by using regex.,,"import re
def find_char_long(text):
  return (re.findall(r""\b\w{4,}\b"", text))"
8,Write a function to find squares of individual elements in a list using lambda function.,,"def square_nums(nums):
 square_nums = list(map(lambda x: x ** 2, nums))
 return square_nums"
9,Write a python function to find the minimum number of rotations required to get the same string.,,"def find_Rotations(str): 
    tmp = str + str
    n = len(str) 
    for i in range(1,n + 1): 
        substring = tmp[i: i+n] 
        if (str == substring): 
            return i 
    return n "
10,Write a function to get the n smallest items from a dataset.,,"import heapq
def small_nnum(list1,n):
  smallest=heapq.nsmallest(n,list1)
  return smallest"
11,Write a python function to remove first and last occurrence of a given character from the string.,,"def remove_Occ(s,ch): 
    for i in range(len(s)): 
        if (s[i] == ch): 
            s = s[0 : i] + s[i + 1:] 
            break
    for i in range(len(s) - 1,-1,-1):  
        if (s[i] == ch): 
            s = s[0 : i] + s[i + 1:] 
            break
    return s "
12,Write a function to sort a given matrix in ascending order according to the sum of its rows.,,"def sort_matrix(M):
    result = sorted(M, key=sum)
    return result"
13,Write a function to count the most common words in a dictionary.,,"from collections import Counter
def count_common(words):
  word_counts = Counter(words)
  top_four = word_counts.most_common(4)
  return (top_four)
"
14,Write a python function to find the volume of a triangular prism.,,"def find_Volume(l,b,h) : 
    return ((l * b * h) / 2) "
15,Write a function to split a string at lowercase letters.,,"import re
def split_lowerstring(text):
 return (re.findall('[a-z][^a-z]*', text))"
16,Write a function to find sequences of lowercase letters joined with an underscore.,,"import re
def text_lowercase_underscore(text):
        patterns = '^[a-z]+_[a-z]+$'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')"
17,Write a function to find the perimeter of a square.,,"def square_perimeter(a):
  perimeter=4*a
  return perimeter"
18,Write a function to remove characters from the first string which are present in the second string.,,"NO_OF_CHARS = 256
def str_to_list(string): 
	temp = [] 
	for x in string: 
		temp.append(x) 
	return temp 
def lst_to_string(List): 
	return ''.join(List) 
def get_char_count_array(string): 
	count = [0] * NO_OF_CHARS 
	for i in string: 
		count[ord(i)] += 1
	return count 
def remove_dirty_chars(string, second_string): 
	count = get_char_count_array(second_string) 
	ip_ind = 0
	res_ind = 0
	temp = '' 
	str_list = str_to_list(string) 
	while ip_ind != len(str_list): 
		temp = str_list[ip_ind] 
		if count[ord(temp)] == 0: 
			str_list[res_ind] = str_list[ip_ind] 
			res_ind += 1
		ip_ind+=1
	return lst_to_string(str_list[0:res_ind]) "
